external_id,type,quantity,internal_notes,price,info,winery_name,name,vintage,size,storage_area
v.10389.0.c,SPARKLING,1,Purchase Price: 40,180.0,,Benoît Beaufort, Blanc de Blancs Brut Grand Cru,,MAGNUM,
v.61401.0.b,SPARKLING,4,Purchase Price: 24,80.0,,Bernard Lonclas, Blanc de Blancs Brut,,BOTTLE,
v.31055.0.b,SPARKLING,2,Purchase Price: 26,90.0,,Bouquin-Dupont, Blanc de Blancs Brut Grand Cru,,BOTTLE,
v.48127.0.c,SPARKLING,1,Purchase Price: 60,300.0,,Bruno Paillard, Blanc de Blancs Brut Grand Cru,,MAGNUM,
v.82256.1999.b,SPARKLING,2,Purchase Price: 20,140.0,,Claude Cazals, Blanc de Blancs Brut Grand Cru,1999,BOTTLE,
v.3854.2004.b,SPARKLING,1,Purchase Price: 35,160.0,,Diebolt-Vallois, Fleur de Passion Blanc de Blancs Brut,2004,BOTTLE,
v.34056.0.b,SPARKLING,1,Purchase Price: 40,140.0,,Encry - Veuve Blanche Estelle, Grande Cuvée Brut Grand Cru,,BOTTLE,
v.3487.2002.b,SPARKLING,1,Purchase Price: 60,260.0,,Georges Laval, Les Chênes Blanc de Blancs Brut nature,2002,BOTTLE,
v.3487.2004.b,SPARKLING,1,Purchase Price: 55,240.0,,Georges Laval, Les Chênes Blanc de Blancs Brut nature,2004,BOTTLE,
v.60017.2015.b,SPARKLING,2,Purchase Price: 45,220.0,dég. 12/2021,Guiborat, De Caurés à Mont Aigu Extra brut Grand Cru ,2015,BOTTLE,
v.63580.0.b,SPARKLING,3,Purchase Price: 24,80.0,,JM Gobillard, Blanc de Blancs Brut,,BOTTLE,
v.16297.2007.b,SPARKLING,2,Purchase Price: 22,135.0,,Lassalle, Blanc de Blancs Brut 1er Cru,2007,BOTTLE,
v.7886.2008.b,SPARKLING,1,Purchase Price: 38,130.0,,Mandois, Cuvée Victor Mandois Blanc de Blancs Brut,2008,BOTTLE,
v.5612.0.b,SPARKLING,2,Purchase Price: 32,120.0,,R. et L. Legras, Blanc de Blancs Brut Grand Cru,,BOTTLE,
v.4006.1998.b,SPARKLING,1,Purchase Price: 35,170.0,,R. et L. Legras, Cuvée Présidence Vieilles Vignes Grand Cru,1998,BOTTLE,
v.33307.0.b,SPARKLING,6,Purchase Price: 70,200.0,,Ruinart, Blanc de Blancs Brut,,BOTTLE,
v.3013.1983.b,SPARKLING,1,Purchase Price: 500,2500.0,,Salon, Cuvée S Le Mesnil Blanc de Blancs Brut,1983,BOTTLE,
v.82116.0.b,SPARKLING,3,Purchase Price: 17,90.0,,Varnier Fannière, Brut Zéro Grand Cru,,BOTTLE,
v.57464.2015.b,SPARKLING,2,Purchase Price: 35,150.0,dég. 07/2021,Veuve Fourny & Fils, Mont de Vertus Millésime Blanc de Blancs Extra brut 1er Cru ,2015,BOTTLE,
v.8869.0.b,SPARKLING,2,Purchase Price: 20,80.0,,Drappier, Zéro Dosage Brut nature,,BOTTLE,
v.37043.0.b,SPARKLING,2,Purchase Price: 53,130.0,,Francis Orban, L'Orbane Extra brut,,BOTTLE,
v.7885.0.b,SPARKLING,1,Purchase Price: 18,85.0,,Gonet-Médeville, Blanc de Noirs Brut 1er Cru,,BOTTLE,
v.59612.2018.b,SPARKLING,2,Purchase Price: 55,220.0,dég. 1er trim./2022,R. Pouillon, Le Montgruguet Extra brut 1er Cru ,2018,BOTTLE,
v.82727.0.b,SPARKLING,2,Purchase Price: 20,90.0,,Allouchery-Bailly, Diapason Brut 1er Cru,,BOTTLE,
v.7224.2014.b,SPARKLING,1,Purchase Price: 25,120.0,,Aubry, Le Nombre d'Or Campaniae Veteres Vites Brut,2014,BOTTLE,
v.13065.2002.b,SPARKLING,1,Purchase Price: 25,100.0,,Belin, Millésimé Brut,2002,BOTTLE,
v.14164.0.d,SPARKLING,1,Purchase Price: 28,250.0,,Belin, Sélection Brut,,JEROBOAM,
v.10420.2006.b,SPARKLING,1,Purchase Price: 35,140.0,,Bertrand-Delespierre, Millésimé Brut 1er Cru,2006,BOTTLE,
v.82739.2001.b,SPARKLING,1,Purchase Price: 30,160.0,,Charlier & Fils, Millésime Bacchus Brut,2001,BOTTLE,
v.82134.0.b,SPARKLING,1,Purchase Price: 20,100.0,,Claude Cazals, Carte Blanche Brut,,BOTTLE,
v.3403.1962.b,SPARKLING,2,Purchase Price: 600,3500.0,,Dom Pérignon, Œnothèque,1962,BOTTLE,
v.3403.1980.b,SPARKLING,1,Purchase Price: 500,3000.0,,Dom Pérignon, Œnothèque,1980,BOTTLE,
v.3403.1990.b,SPARKLING,2,Purchase Price: 380,1700.0,,Dom Pérignon, Œnothèque,1990,BOTTLE,
v.1642.1982.b,SPARKLING,1,Purchase Price: 120,500.0,,Dom Pérignon, Vintage Brut,1982,BOTTLE,
v.1642.2013.b,SPARKLING,4,Purchase Price: 165,350.0,,Dom Pérignon, Vintage Brut,2013,BOTTLE,
v.51837.2010.b,SPARKLING,3,Purchase Price: 35,115.0,,Dourdon-Vieillard, Prestige Millésime Brut,2010,BOTTLE,
v.7925.0.b,SPARKLING,3,Purchase Price: 28,80.0,,François Secondé, Brut Grand Cru,,BOTTLE,
v.77532.0.b,SPARKLING,7,Purchase Price: 28,85.0,,François Secondé, Intégral Zéro Dosage Grand Cru,,BOTTLE,
v.3486.2012.c,SPARKLING,1,Purchase Price: 70,300.0,,Georges Laval, Cumières Brut nature 1er Cru,2012,MAGNUM,
v.59053.2006.b,SPARKLING,2,Purchase Price: 30,120.0,,Jean Michel, Cuvée Spéciale Brut,2006,BOTTLE,
v.59032.0.b,SPARKLING,2,Purchase Price: 17,85.0,,Jeeper, Grand Assemblage Brut,,BOTTLE,
v.74413.2007.b,SPARKLING,2,Purchase Price: 20,110.0,,Jeeper, La Grande Cuvée Millésime Brut,2007,BOTTLE,
v.3639.0.b,SPARKLING,2,Purchase Price: 18,80.0,,Lassalle, Cuvée Preference,,BOTTLE,
v.82129.0.b,SPARKLING,50,Purchase Price: 15,80.0,,Laurent Godard, Mannaz Brut,,BOTTLE,
v.33847.0.b,SPARKLING,1,Purchase Price: 20,80.0,,Laurent-Perrier, Brut,,BOTTLE,
v.82128.0.b,SPARKLING,3,Purchase Price: 18,90.0,,Lucien Lemaire, Emerik Brut,,BOTTLE,
v.9620.0.b,SPARKLING,1,Purchase Price: 22,80.0,,Mandois, Origine Brut,,BOTTLE,
v.10002.0.b,SPARKLING,1,Purchase Price: 30,120.0,,Palmer, Extra Réserve,,BOTTLE,
v.33308.2007.b,SPARKLING,1,Purchase Price: 30,130.0,,R. Pouillon, Les Blanchiens Brut nature 1er Cru,2007,BOTTLE,
v.7411.0.b,SPARKLING,1,Purchase Price: 22,80.0,,Rémi Leroy, Extra brut,,BOTTLE,
v.64012.0.b,SPARKLING,1,Purchase Price: 28,90.0,,René Geoffroy, Pureté Brut nature 1er Cru,,BOTTLE,
v.10910.0.b,SPARKLING,6,Purchase Price: 50,170.0,,Ruinart, Brut,,BOTTLE,
v.3914.0.d,SPARKLING,1,Purchase Price: 140,450.0,,Thiénot, Brut,,JEROBOAM,
v.36041.2000.b,SPARKLING,2,Purchase Price: 75,300.0,,Thiénot, Grande Cuvée Alain Thiénot,2000,BOTTLE,
v.11504.0.b,SPARKLING,2,Purchase Price: 20,100.0,,Veuve Clicquot-Ponsardin, Cuvée Saint-Pétersbourg Brut,,BOTTLE,
v.11502.0.b,SPARKLING,1,Purchase Price: 20,100.0,,Veuve Clicquot-Ponsardin, Demi-Sec 1er Cru,,BOTTLE,
v.9154.2005.b,,3,Purchase Price: 14,55.0,,Château Pierre Bise, Coteaux du Layon Rochefort,2005,BOTTLE,
v.44302.2014.c,,1,Purchase Price: 20,115.0,,Davino Meroi, Picolit,2014,MAGNUM,
v.79454.2008.b,,2,Purchase Price: 10,75.0,,Davino Meroi, Verduzzo Friulano,2008,BOTTLE,
v.79454.2014.b,,5,Purchase Price: 10,65.0,,Davino Meroi, Verduzzo Friulano,2014,BOTTLE,
v.34818.2004.a,,2,Purchase Price: 10,40.0,,Dönnhoff, Riesling Auslese Schlossböckelheimer Felsenberg,2004,HALF_BOTTLE,
v.862.2008.b,,2,Purchase Price: 9,50.0,,Franz Haas, Moscato Rosa Passito,2008,BOTTLE,
v.79452.2014.m,,2,Purchase Price: 10,40.0,,Iole Grillo, Colli Orientali del Friuli Verduzzo Friulano,2014,HALF_LITER,
v.12429.2008.m,,1,Purchase Price: 18,90.0,,Livio Felluga, Picolit Rosazzo,2008,HALF_LITER,
v.12429.2013.m,,1,Purchase Price: 12,70.0,,Livio Felluga, Picolit Rosazzo,2013,HALF_LITER,
v.74286.2006.b,,1,Purchase Price: 32,120.0,,Mark Angeli - Ferme de la Sansonnière, Coteau du Houet,2006,BOTTLE,
v.60066.1988.b,,1,Purchase Price: 45,190.0,,Max Ferd. Richter, Riesling Auslese Brauneberger Juffer-Sonnenuhr,1988,BOTTLE,
v.60066.1993.b,,1,Purchase Price: 34,140.0,,Max Ferd. Richter, Riesling Auslese Brauneberger Juffer-Sonnenuhr,1993,BOTTLE,
v.60066.1998.b,,1,Purchase Price: 34,140.0,,Max Ferd. Richter, Riesling Auslese Brauneberger Juffer-Sonnenuhr,1998,BOTTLE,
v.60066.2001.b,,1,Purchase Price: 26,110.0,,Max Ferd. Richter, Riesling Auslese Brauneberger Juffer-Sonnenuhr,2001,BOTTLE,
v.60066.2003.b,,1,Purchase Price: 17,95.0,,Max Ferd. Richter, Riesling Auslese Brauneberger Juffer-Sonnenuhr,2003,BOTTLE,
v.4856.1981.b,,3,Purchase Price: 40,130.0,,Moulin Touchais, Coteaux du Layon,1981,BOTTLE,
v.79456.2015.m,,3,Purchase Price: 10,40.0,,Paolo Rodaro, Colli Orientali del Friuli Pra Zenar,2015,HALF_LITER,
v.10605.2012.a,,3,Purchase Price: 18,75.0,,Possa, Cinque Terre Sciacchetrà,2012,HALF_BOTTLE,
v.43572.2016.b,,2,Purchase Price: 15,55.0,,Uroulat, Jurançon,2016,BOTTLE,
v.1091.2012.b,SPARKLING,2,Purchase Price: 15,65.0,,Arcari e Danesi, Franciacorta Dosaggio Zero,2012,BOTTLE,
v.948.2000.b,SPARKLING,3,Purchase Price: 23,90.0,,Bellavista, Franciacorta Rosé Brut,2000,BOTTLE,
v.6037.2007.b,SPARKLING,2,Purchase Price: 10,50.0,,Berlucchi, Franciacorta Cellarius Brut,2007,BOTTLE,
v.11614.2007.b,SPARKLING,4,Purchase Price: 12,60.0,,Berlucchi, Franciacorta Riserva Cuvée J.R.E. n.3 Rosé Extra brut,2007,BOTTLE,
v.30656.2008.b,SPARKLING,4,Purchase Price: 12,60.0,,Berlucchi, Franciacorta Riserva Cuvée J.R.E. n.4 Extra brut,2008,BOTTLE,
v.56085.2009.b,SPARKLING,1,Purchase Price: 12,60.0,dég. anno/2020,Berlucchi, Franciacorta Riserva Cuvée J.R.E. n.5 Extra brut ,2009,BOTTLE,
v.67555.2008.b,SPARKLING,2,Purchase Price: 36,160.0,dég. primavera/2018,Ca' del Bosco, Franciacorta Riserva Annamaria Clementi Dosage Zéro ,2008,BOTTLE,
v.6536.0.b,SPARKLING,1,Purchase Price: 12,55.0,,Cavalleri, Franciacorta Blanc de Blancs Brut,,BOTTLE,
v.80515.1998.b,SPARKLING,4,Purchase Price: 22,130.0,,Cornaleto, Franciacorta Riserva Brut,1998,BOTTLE,
v.10206.0.b,SPARKLING,3,Purchase Price: 10,50.0,,CorteBianca, Franciacorta Extra brut,,BOTTLE,
v.6791.0.b,SPARKLING,2,Purchase Price: 11,50.0,,Derbusco Cives, Franciacorta Doppio Erre Di Brut,,BOTTLE,
v.7237.2000.b,SPARKLING,2,Purchase Price: 15,65.0,,Gatta, Franciacorta Satèn Brut,2000,BOTTLE,
v.54404.0.b,SPARKLING,2,Purchase Price: 9,45.0,,La Montina, Franciacorta Extra brut,,BOTTLE,
v.16695.0.b,SPARKLING,2,Purchase Price: 9,45.0,,La Valle, Franciacorta Primum Brut,,BOTTLE,
v.7872.0.c,SPARKLING,1,Purchase Price: 20,100.0,,Maria Luisa Santus, Franciacorta Brut,,MAGNUM,
v.46310.2012.b,SPARKLING,4,Purchase Price: 10,50.0,,Maria Luisa Santus, Franciacorta Rosé Extra brut,2012,BOTTLE,
v.928.1998.b,SPARKLING,1,Purchase Price: 50,180.0,,Monte Rossa - Cabochon, Franciacorta Brut,1998,BOTTLE,
v.928.2009.b,SPARKLING,1,Purchase Price: 40,140.0,,Monte Rossa - Cabochon, Franciacorta Brut,2009,BOTTLE,
v.928.2011.b,SPARKLING,1,Purchase Price: 28,110.0,,Monte Rossa - Cabochon, Franciacorta Brut,2011,BOTTLE,
v.71990.2007.b,SPARKLING,2,Purchase Price: 10,55.0,,Monzio Compagnoni, Franciacorta Riserva Noir Brut nature,2007,BOTTLE,
v.6740.2009.b,SPARKLING,3,Purchase Price: 10,50.0,,Rizzini, Franciacorta Millesimato Blanc de Blancs Brut,2009,BOTTLE,
v.57375.0.b,,4,Purchase Price: 8,45.0,,La Montina, Franciacorta Rosé Demi-sec,,BOTTLE,
v.19476.2016.b,,4,Purchase Price: 9,45.0,,Andrea Picchioni, Bonarda dell'Oltrepò Pavese Vivace Ipazia,2016,BOTTLE,
v.66829.2018.b,,5,Purchase Price: 10,35.0,,Giannino Tormen, Pedecastello Rosato Frizzante,2018,BOTTLE,
v.17692.2007.b,,1,Purchase Price: 8,45.0,,Cleto Chiarli, Lambrusco di Sorbara Vecchia Modena Premium,2007,BOTTLE,
v.82251.2008.b,,2,Purchase Price: 10,40.0,,Le Barbaterre, Lambrusco Reggiano,2008,BOTTLE,
v.5419.2012.b,WHITE,2,Purchase Price: 10,45.0,,Arianna Occhipinti, SP68 Bianco,2012,BOTTLE,
v.6845.2012.b,WHITE,2,Purchase Price: 13,68.0,,Bressan, Carat,2012,BOTTLE,
v.6845.2016.b,WHITE,11,Purchase Price: 14,62.0,,Bressan, Carat,2016,BOTTLE,
v.5002.2012.b,WHITE,1,Purchase Price: 10,72.0,,Bressan, Verduzzo,2012,BOTTLE,
v.5002.2015.b,WHITE,1,Purchase Price: 13,65.0,,Bressan, Verduzzo,2015,BOTTLE,
v.8505.2009.b,WHITE,3,Purchase Price: 10,42.0,,Bruno Ruiz - Esencia Rural, Airén De Sol a Sol Cepas Centenarias sin Injerto,2009,BOTTLE,
v.12162.2010.b,WHITE,4,Purchase Price: 14,52.0,,Bruno Ruiz - Esencia Rural, Airén De Sol a Sol Rancio Cepas Centenarias sin Injerto,2010,BOTTLE,
v.48294.2006.b,WHITE,3,Purchase Price: 10,50.0,,Cascina degli Ulivi, A Demûa,2006,BOTTLE,
v.4376.2011.b,WHITE,5,Purchase Price: 10,42.0,,Čotar, Vitovska,2011,BOTTLE,
v.1341.2003.b,WHITE,1,Purchase Price: 20,90.0,,Damijan Podversič, Kaplja,2003,BOTTLE,
v.1341.2005.b,WHITE,3,Purchase Price: 15,80.0,,Damijan Podversič, Kaplja,2005,BOTTLE,
v.1343.2007.b,WHITE,2,Purchase Price: 18,78.0,,Damijan Podversič, Malvasia,2007,BOTTLE,
v.1343.2009.b,WHITE,4,Purchase Price: 16,75.0,,Damijan Podversič, Malvasia,2009,BOTTLE,
v.1343.2010.b,WHITE,2,Purchase Price: 17,78.0,,Damijan Podversič, Malvasia,2010,BOTTLE,
v.1343.2016.b,WHITE,3,Purchase Price: 14,56.0,,Damijan Podversič, Malvasia,2016,BOTTLE,
v.1342.2010.b,WHITE,1,Purchase Price: 10,55.0,,Damijan Podversič, Nekaj,2010,BOTTLE,
v.1344.2018.b,WHITE,7,Purchase Price: 14,50.0,,Damijan Podversič, Pinot grigio,2018,BOTTLE,
v.12311.2002.b,WHITE,1,Purchase Price: 10,75.0,,Damijan Podversič, Ribolla gialla Selezione,2002,BOTTLE,
v.1345.1999.b,WHITE,1,Purchase Price: 17,80.0,,Damijan Podversič, Ribolla gialla,1999,BOTTLE,
v.1345.2001.b,WHITE,1,Purchase Price: 10,65.0,,Damijan Podversič, Ribolla gialla,2001,BOTTLE,
v.1345.2013.b,WHITE,1,Purchase Price: 10,60.0,,Damijan Podversič, Ribolla gialla,2013,BOTTLE,
v.1345.2016.b,WHITE,3,Purchase Price: 14,58.0,,Damijan Podversič, Ribolla gialla,2016,BOTTLE,
v.82577.2022.b,WHITE,9,Purchase Price: 9,38.0,,De Martin, Sospiro,2022,BOTTLE,
v.7984.2012.b,WHITE,3,Purchase Price: 9,50.0,,Denis Montanar, Borc Dodòn Uis Bláncis,2012,BOTTLE,
v.49920.2009.b,WHITE,2,Purchase Price: 12,68.0,,Denis Montanar, Verduzzo ScodovH,2009,BOTTLE,
v.30045.2017.b,WHITE,1,Purchase Price: 14,60.0,,Gelveri, Hasan Gede,2017,BOTTLE,
v.5692.2004.b,WHITE,2,Purchase Price: 30,110.0,,Gravner, Bianco Breg Anfora,2004,BOTTLE,
v.5692.2008.b,WHITE,1,Purchase Price: 30,150.0,,Gravner, Bianco Breg Anfora,2008,BOTTLE,
v.5692.1998.b,WHITE,1,Purchase Price: 24,180.0,,Gravner, Collio Bianco Breg,1998,BOTTLE,
v.5692.2000.b,WHITE,3,Purchase Price: 45,200.0,,Gravner, Collio Bianco Breg,2000,BOTTLE,
v.1143.2001.b,WHITE,1,Purchase Price: 30,135.0,,Gravner, Ribolla Anfora,2001,BOTTLE,
v.1143.2004.b,WHITE,1,Purchase Price: 40,220.0,,Gravner, Ribolla Anfora,2004,BOTTLE,
v.5693.1992.b,WHITE,1,Purchase Price: 40,180.0,,Gravner, Ribolla,1992,BOTTLE,
v.5693.1995.b,WHITE,1,Purchase Price: 36,150.0,,Gravner, Ribolla,1995,BOTTLE,
v.5693.1998.b,WHITE,1,Purchase Price: 27,145.0,,Gravner, Ribolla,1998,BOTTLE,
v.5693.2010.b,WHITE,1,Purchase Price: 20,100.0,,Gravner, Ribolla,2010,BOTTLE,
v.5693.2014.b,WHITE,1,Purchase Price: 20,100.0,,Gravner, Ribolla,2014,BOTTLE,
v.15754.2017.c,WHITE,1,Purchase Price: 10,65.0,,Kristian Keber, Brda,2017,MAGNUM,
v.40799.2007.b,WHITE,1,Purchase Price: 15,80.0,,La Castellada, Bianco Riserva VRH,2007,BOTTLE,
v.1372.2016.b,WHITE,2,Purchase Price: 10,45.0,,Lunarossa, Quartara,2016,BOTTLE,
v.4958.2010.b,WHITE,4,Purchase Price: 10,75.0,,Marjan Simčič, Chardonnay Opoka,2010,BOTTLE,
v.4969.2006.b,WHITE,2,Purchase Price: 16,65.0,,Movia, Lunar,2006,BOTTLE,
v.4969.2014.o,WHITE,2,Purchase Price: 16,52.0,,Movia, Lunar,2014,LITER,
v.5033.2011.b,WHITE,2,Purchase Price: 9,52.0,,Paraschos, Kai,2011,BOTTLE,
v.5033.2013.b,WHITE,3,Purchase Price: 9,50.0,,Paraschos, Kai,2013,BOTTLE,
v.5034.2010.b,WHITE,3,Purchase Price: 12,80.0,,Paraschos, Malvasia Amphoreus,2010,BOTTLE,
v.5034.2012.b,WHITE,6,Purchase Price: 12,72.0,,Paraschos, Malvasia Amphoreus,2012,BOTTLE,
v.1346.2012.b,WHITE,1,Purchase Price: 12,60.0,,Paraschos, Pinot grigio Not,2012,BOTTLE,
v.1347.2007.b,WHITE,2,Purchase Price: 8,60.0,,Paraschos, Ponka,2007,BOTTLE,
v.80256.2007.b,WHITE,1,Purchase Price: 10,65.0,,Prince Makashvili Cellar, Rkatsiteli Clos des Figuiers,2007,BOTTLE,
v.80258.2006.b,WHITE,1,Purchase Price: 10,60.0,,Prince Makashvili Cellar, Rkatsiteli Tsarapi Grand Cru,2006,BOTTLE,
v.1157.2005.o,WHITE,1,Purchase Price: 16,90.0,,Radikon, Jakot,2005,LITER,
v.1157.2007.m,WHITE,1,Purchase Price: 15,80.0,,Radikon, Jakot,2007,HALF_LITER,
v.1339.2000.b,WHITE,1,Purchase Price: 18,100.0,,Radikon, Oslavje,2000,BOTTLE,
v.1339.2002.o,WHITE,1,Purchase Price: 12,80.0,,Radikon, Oslavje,2002,LITER,
v.5036.2009.b,WHITE,3,Purchase Price: 12,85.0,,Radikon, Pinot grigio Sivi,2009,BOTTLE,
v.5036.2010.b,WHITE,1,Purchase Price: 12,80.0,,Radikon, Pinot grigio Sivi,2010,BOTTLE,
v.64048.2007.o,WHITE,1,Purchase Price: 10,100.0,,Radikon, Ribolla 3781,2007,LITER,
v.64048.2008.m,WHITE,1,Purchase Price: 15,80.0,,Radikon, Ribolla 3781,2008,HALF_LITER,
v.4800.2009.b,WHITE,3,Purchase Price: 11,95.0,,Radikon, Slatnik,2009,BOTTLE,
v.4800.2012.b,WHITE,1,Purchase Price: 10,80.0,,Radikon, Slatnik,2012,BOTTLE,
v.4800.2015.b,WHITE,10,Purchase Price: 10,78.0,,Radikon, Slatnik,2015,BOTTLE,
v.5005.2006.b,WHITE,1,Purchase Price: 16,62.0,,Ronco Severo, Friulano,2006,BOTTLE,
v.5005.2016.b,WHITE,1,Purchase Price: 10,50.0,,Ronco Severo, Friulano,2016,BOTTLE,
v.5006.2007.b,WHITE,1,Purchase Price: 16,62.0,,Ronco Severo, Pinot grigio,2007,BOTTLE,
v.10136.2011.b,WHITE,2,Purchase Price: 12,60.0,,Skerk, Ograde,2011,BOTTLE,
v.52962.2018.b,WHITE,2,Purchase Price: 15,60.0,,Specogna, Pinot grigio Ramato Riserva,2018,BOTTLE,
v.33119.2017.b,WHITE,1,Purchase Price: 9,45.0,,Villa Job, Guastafeste,2017,BOTTLE,
v.82124.0.b,,2,Purchase Price: 10,60.0,,Pongrácz, Méthod Cap Classique Desiderius Brut,,BOTTLE,
v.9591.0.b,,4,Purchase Price: 9,35.0,,Christoph Hoch, Kalkspitz,,BOTTLE,
v.3383.2006.b,,1,Purchase Price: 10,42.0,,Francesco Bellei, Lambrusco Ancestrale,2006,BOTTLE,
v.35198.0.b,SPARKLING,1,Purchase Price: 9,46.0,,Borgo Maragliano, Chardonnay Brut,,BOTTLE,
v.80266.0.b,SPARKLING,4,Purchase Price: 8,40.0,,Croda Rossa, Derù Brut,,BOTTLE,
v.12212.0.b,SPARKLING,1,Purchase Price: 10,32.0,,Foss Marai, Marai de Marai Extra dry,,BOTTLE,
v.56329.2016.b,SPARKLING,4,Purchase Price: 10,45.0,,L'Archetipo, Marasco Brut nature,2016,BOTTLE,
v.56789.0.b,SPARKLING,4,Purchase Price: 10,52.0,,Alfio Nicolodi, Cimbrus Brut,,BOTTLE,
v.13932.0.b,SPARKLING,1,Purchase Price: 10,50.0,,Arunda, Talento Rosé Brut,,BOTTLE,
v.55257.0.b,SPARKLING,1,Purchase Price: 10,55.0,,Barone Pizzini, Tesi Due Extra brut,,BOTTLE,
v.658.2010.b,SPARKLING,1,Purchase Price: 10,45.0,,Bellaguardia, Bellaguardia Extra brut,2010,BOTTLE,
v.661.2009.b,SPARKLING,2,Purchase Price: 10,50.0,,Bellaguardia, Bellaguardia Zero Pas dosé,2009,BOTTLE,
v.661.2016.b,SPARKLING,12,Purchase Price: 10,50.0,,Bellaguardia, Bellaguardia Zero Pas dosé,2016,BOTTLE,
v.35419.2015.b,SPARKLING,3,Purchase Price: 10,50.0,,Bellaguardia, Durello Montecchi Pas dosé,2015,BOTTLE,
v.61406.2006.b,SPARKLING,2,Purchase Price: 15,70.0,,Bisol, Private Relio Extra brut,2006,BOTTLE,
v.61405.2001.b,SPARKLING,4,Purchase Price: 10,50.0,,Bisol, Talento Millesimato Riserva Brut,2001,BOTTLE,
v.6758.2015.b,SPARKLING,1,Purchase Price: 9,45.0,,Cantina della Volta, Il Mattaglio Blanc de Blancs Brut,2015,BOTTLE,
v.15281.2005.b,SPARKLING,1,Purchase Price: 10,50.0,,Cave Mont Blanc de Morgex et la Salle, Extreme Extra brut,2005,BOTTLE,
v.15281.2006.b,SPARKLING,1,Purchase Price: 9,48.0,,Cave Mont Blanc de Morgex et la Salle, Extreme Extra brut,2006,BOTTLE,
v.15281.2013.b,SPARKLING,2,Purchase Price: 7,42.0,,Cave Mont Blanc de Morgex et la Salle, Extreme Extra brut,2013,BOTTLE,
v.83022.0.b,SPARKLING,12,Purchase Price: 13,45.0,,Château Carbonneau, Life of Carbonneau,,BOTTLE,
v.5331.0.b,SPARKLING,2,Purchase Price: 10,45.0,,Ciro Picariello, Contadino Brut,,BOTTLE,
v.82125.0.b,SPARKLING,5,Purchase Price: 14,50.0,,Damoli, Avant-Garde Brut nature,,BOTTLE,
v.11154.0.b,SPARKLING,1,Purchase Price: 10,45.0,,D'Araprì, Brut,,BOTTLE,
v.34453.2007.b,SPARKLING,2,Purchase Price: 10,60.0,,D'Araprì, Gran Cuvée,2007,BOTTLE,
v.4699.0.b,SPARKLING,2,Purchase Price: 10,45.0,,D'Araprì, Rosé Brut,,BOTTLE,
v.10724.2013.b,SPARKLING,3,Purchase Price: 10,60.0,,Deltetto, Millesimato Extra brut,2013,BOTTLE,
v.9524.2012.b,SPARKLING,4,Purchase Price: 10,50.0,,Eredi di Cobelli Aldo, Aldo Pas dosé,2012,BOTTLE,
v.66921.0.b,SPARKLING,1,Purchase Price: 7,35.0,,Faraone, Dosaggio Zero,,BOTTLE,
v.78465.0.b,SPARKLING,23,Purchase Price: 16,50.0,,Feudi di San Gregorio, DUBL Edition I Brut,,BOTTLE,
v.42542.2015.c,SPARKLING,1,Purchase Price: 10,80.0,dég. primavera/2019,Fontezoppa, Colli Maceratesi Ribona Dosaggio Zero Millesimato ,2015,MAGNUM,
v.82252.0.b,SPARKLING,3,Purchase Price: 11,45.0,,Francesco Bellei, Extra Cuvée Brut,,BOTTLE,
v.32967.0.b,SPARKLING,7,Purchase Price: 7,40.0,,Giampiero Deidda, Marzani Fleur Blanc de Noirs,,BOTTLE,
v.11170.2016.b,SPARKLING,4,Purchase Price: 10,45.0,,Giampiero Deidda, Marzani Millesimo Reverse,2016,BOTTLE,
v.17255.2014.b,SPARKLING,1,Purchase Price: 8,45.0,dég. 04/2020,Kettmeir, 1919 Riserva Extra brut ,2014,BOTTLE,
v.6047.2013.c,SPARKLING,1,Purchase Price: 20,80.0,,Kettmeir, Athesis Rosé Brut,2013,MAGNUM,
v.6047.2015.b,SPARKLING,1,Purchase Price: 10,45.0,,Kettmeir, Athesis Rosé Brut,2015,BOTTLE,
v.82254.2010.b,SPARKLING,2,Purchase Price: 10,50.0,dég. 11/2012,Le Barbaterre, L'Angelica Brut nature ,2010,BOTTLE,
v.12273.2001.b,SPARKLING,1,Purchase Price: 11,55.0,,Lorenz Martini, Comitissa Brut Riserva,2001,BOTTLE,
v.80263.0.b,SPARKLING,3,Purchase Price: 7,42.0,,Maltraversi, Durello Alboino Re Brut,,BOTTLE,
v.9503.0.b,SPARKLING,1,Purchase Price: 9,40.0,,Masari, Durello Leon Pas dosé,,BOTTLE,
v.82121.0.b,SPARKLING,1,Purchase Price: 10,40.0,,Masarotti, Predeman Brut,,BOTTLE,
v.64608.2014.b,SPARKLING,12,Purchase Price: 13,45.0,dég. 05/2022,Pian delle Vette, Mat '55 Brut ,2014,BOTTLE,
v.64608.2013.b,SPARKLING,3,Purchase Price: 18,45.0,,Pian delle Vette, Mat '55 Brut,2013,BOTTLE,
v.15746.2011.b,SPARKLING,2,Purchase Price: 10,55.0,,Piffer Neno Produttori d'Elite, Talento Vulcanite Dosaggio Zero,2011,BOTTLE,
v.15746.2012.b,SPARKLING,2,Purchase Price: 10,55.0,,Piffer Neno Produttori d'Elite, Talento Vulcanite Dosaggio Zero,2012,BOTTLE,
v.18932.0.b,SPARKLING,5,Purchase Price: 10,45.0,,Pojer e Sandri, Cuvée Extra Brut 2013/2014,,BOTTLE,
