ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
TRUE,v.9620.0.b,SPARKLING,Origine Brut,Mandois,,BOTTLE,,80,,1,Purchase Price: 22,Origine Brut Champagne,Mandois,wine_01h0f3cmbr3mravh188b68jawp,,38.90657
TRUE,v.10002.0.b,SPARKLING,Extra Réserve,Palmer,,BOTTLE,,120,,1,Purchase Price: 30,Extra Réserve Champagne,Palmer & Co.,wine_01h4pmmgrgrwnzh4zjbw2hfq83,,27.278212
TRUE,v.33308.2007.b,SPARKLING,Les Blanchiens Brut nature 1er Cru,R. Pouillon,,BOTTLE,2007,130,,1,Purchase Price: 30,Les Blanchiens Brut Nature Champagne Premier Cru,Roger Pouillon & Fils,wine_01h0my5sndfvgfsmgpq1sh47ym,,35.51643
TRUE,v.7411.0.b,SPARKLING,Extra brut,Rémi Leroy,,BOTTLE,,80,,1,Purchase Price: 22,Extra Brut Champagne,Rémi Leroy,wine_01h4pmmfcv3x4j7zjx66tr9nds,,43.356445
TRUE,v.64012.0.b,SPARKLING,Pureté Brut nature 1er Cru,René Geoffroy,,BOTTLE,,90,,1,Purchase Price: 28,Pureté Brut Nature Champagne,Geoffroy,wine_01gzr4ks5j4h64yhqmtm9r5m8j,1442797,37.64899
FALSE,v.10910.0.b,SPARKLING,Brut,Ruinart,,BOTTLE,,170,,6,Purchase Price: 50,Brut Rosé Champagne,Ruinart,wine_01h0f3cmbmtvmkd6m243g38m9r,,32.707027
TRUE,v.3914.0.d,SPARKLING,Brut,Thiénot,,JEROBOAM,,450,,1,Purchase Price: 140,Brut Champagne,Thienot,wine_01h0f3cmbqcbmv7hmb84a80q3w,,29.547426
TRUE,v.36041.2000.b,SPARKLING,Grande Cuvée Alain Thiénot,Thiénot,,BOTTLE,2000,300,,2,Purchase Price: 75,Cuvée Alain Thienot Champagne,Thienot,wine_01havwee2q5xmgyyebazv9x0c4,,48.44475
TRUE,v.11504.0.b,SPARKLING,Cuvée Saint-Pétersbourg Brut,Veuve Clicquot-Ponsardin,,BOTTLE,,100,,2,Purchase Price: 20,Cuvée Saint-Pétersbourg Brut Champagne,Veuve Clicquot,wine_01gzr4ks5vtmcbtxja8zx2ax6e,1146393,53.042328
TRUE,v.11502.0.b,SPARKLING,Demi-Sec 1er Cru,Veuve Clicquot-Ponsardin,,BOTTLE,,100,,1,Purchase Price: 20,Demi-Sec Champagne,Veuve Clicquot,wine_01gzr4ks5v6frxwmtpv63b8g5e,1137736,45.200253
TRUE,v.9154.2005.b,DESSERT,Coteaux du Layon Rochefort,Château Pierre Bise,,BOTTLE,2005,55,,3,Purchase Price: 14,Côteaux du Layon Rochefort,Château Pierre-Bise,wine_01gzr4ksvk13dm1ne0jj2atfza,1284929,55.80574
TRUE,v.44302.2014.c,DESSERT,Picolit,Davino Meroi,,MAGNUM,2014,115,,1,Purchase Price: 20,Picolit,Meroi,wine_01gzr4ksmhg6vcqgh0yaswcf2q,2177937,35.648132
TRUE,v.79454.2008.b,DESSERT,Verduzzo Friulano,Davino Meroi,,BOTTLE,2008,75,,2,Purchase Price: 10,Verduzzo - Friulano,Meroi,wine_01gzr4ksmh9302dy5236keyvrq,1218095,40.499615
TRUE,v.79454.2014.b,DESSERT,Verduzzo Friulano,Davino Meroi,,BOTTLE,2014,65,,5,Purchase Price: 10,Verduzzo - Friulano,Meroi,wine_01gzr4ksmh9302dy5236keyvrq,1218095,40.499615
FALSE,v.34818.2004.a,WHITE,Riesling Auslese Schlossböckelheimer Felsenberg,Dönnhoff,,HALF_BOTTLE,2004,40,,2,Purchase Price: 10,Schlossböckelheimer Felsenberg Riesling Spätlese,Dönnhoff,wine_01hawwcx8m7ys9tj1wrz051zc5,,47.1579
TRUE,v.862.2008.b,DESSERT,Moscato Rosa Passito,Franz Haas,,BOTTLE,2008,50,,2,Purchase Price: 9,Moscato Rosa Schweizer,Franz Haas,wine_01h0qzm1c50s127wjc6zgn9vet,,37.715477
FALSE,v.79452.2014.m,DESSERT,Colli Orientali del Friuli Verduzzo Friulano,Iole Grillo,,HALF_LITER,2014,40,,2,Purchase Price: 10,Verduzzo Friulano,Azienda Agricola Grillo,wine_01h0my5rdjqhgspa94x5272rdp,,32.91461
FALSE,v.12429.2008.m,WHITE,Picolit Rosazzo,Livio Felluga,,HALF_LITER,2008,90,,1,Purchase Price: 18,Picolit,Livio Felluga,wine_01gzr4kskwqt7awvbqg0fm0jhj,17655,46.51696
FALSE,v.12429.2013.m,WHITE,Picolit Rosazzo,Livio Felluga,,HALF_LITER,2013,70,,1,Purchase Price: 12,Picolit,Livio Felluga,wine_01gzr4kskwqt7awvbqg0fm0jhj,17655,46.51696
FALSE,v.74286.2006.b,WHITE,Coteau du Houet,Mark Angeli - Ferme de la Sansonnière,,BOTTLE,2006,120,,1,Purchase Price: 32,Coteau du Houet,Domaine Mark and Martial Angeli,wine_01harvckxesgdgdb48ngafdn01,,39.676582
TRUE,v.60066.1988.b,WHITE,Riesling Auslese Brauneberger Juffer-Sonnenuhr,Max Ferd. Richter,,BOTTLE,1988,190,,1,Purchase Price: 45,Brauneberger Juffer-Sonnenuhr Riesling Auslese,Weingut Max Ferd. Richter,wine_01h4pmmh5hac6bg79zw4cfdrxs,,63.681755
TRUE,v.60066.1993.b,WHITE,Riesling Auslese Brauneberger Juffer-Sonnenuhr,Max Ferd. Richter,,BOTTLE,1993,140,,1,Purchase Price: 34,Brauneberger Juffer-Sonnenuhr Riesling Auslese,Weingut Max Ferd. Richter,wine_01h4pmmh5hac6bg79zw4cfdrxs,,63.681755
TRUE,v.60066.1998.b,WHITE,Riesling Auslese Brauneberger Juffer-Sonnenuhr,Max Ferd. Richter,,BOTTLE,1998,140,,1,Purchase Price: 34,Brauneberger Juffer-Sonnenuhr Riesling Auslese,Weingut Max Ferd. Richter,wine_01h4pmmh5hac6bg79zw4cfdrxs,,63.681755
TRUE,v.60066.2001.b,WHITE,Riesling Auslese Brauneberger Juffer-Sonnenuhr,Max Ferd. Richter,,BOTTLE,2001,110,,1,Purchase Price: 26,Brauneberger Juffer-Sonnenuhr Riesling Auslese,Weingut Max Ferd. Richter,wine_01h4pmmh5hac6bg79zw4cfdrxs,,63.681755
TRUE,v.60066.2003.b,WHITE,Riesling Auslese Brauneberger Juffer-Sonnenuhr,Max Ferd. Richter,,BOTTLE,2003,95,,1,Purchase Price: 17,Brauneberger Juffer-Sonnenuhr Riesling Auslese,Weingut Max Ferd. Richter,wine_01h4pmmh5hac6bg79zw4cfdrxs,,63.681755
TRUE,v.4856.1981.b,DESSERT,Coteaux du Layon,Moulin Touchais,,BOTTLE,1981,130,,3,Purchase Price: 40,Côteaux du Layon,Moulin Touchais,wine_01gzr4ksd9g2qczzz0cx3tvx6c,1190921,54.723732
TRUE,v.79456.2015.m,DESSERT,Colli Orientali del Friuli Pra Zenar,Paolo Rodaro,,HALF_LITER,2015,40,,3,Purchase Price: 10,Pra Zenar,Rodaro,wine_01gzr4kttk8v6hy65rtkcpnvn0,,48.723312
FALSE,v.10605.2012.a,WHITE,Cinque Terre Sciacchetrà,Possa,,HALF_BOTTLE,2012,75,,3,Purchase Price: 18,Cinque Terre,Possa,wine_01h0sq47yk6719smarwzaffa4s,,36.86374
TRUE,v.43572.2016.b,DESSERT,Jurançon,Uroulat,,BOTTLE,2016,55,,2,Purchase Price: 15,Uroulat Jurançon,Clos Uroulat,wine_01havwef3f3jf8f4nn7xdnvpe5,,32.241325
TRUE,v.1091.2012.b,SPARKLING,Franciacorta Dosaggio Zero,Arcari e Danesi,,BOTTLE,2012,65,,2,Purchase Price: 15,Dosaggio Zero,Arcari+Danesi,wine_01h4pmmfcjnyg4ynedgrt20cbz,,62.00861
TRUE,v.948.2000.b,SPARKLING,Franciacorta Rosé Brut,Bellavista,,BOTTLE,2000,90,,3,Purchase Price: 23,Franciacorta Rosé,Bellavista,wine_01gzr4ktfzcgrff12qdpgex4k7,,36.635586
TRUE,v.6037.2007.b,SPARKLING,Franciacorta Cellarius Brut,Berlucchi,,BOTTLE,2007,50,,2,Purchase Price: 10,Cellarius Franciacorta Brut,Guido Berlucchi,wine_01h0f3cmbqe2bgwr3gzn5g3r5g,,40.26019
TRUE,v.11614.2007.b,SPARKLING,Franciacorta Riserva Cuvée J.R.E. n.3 Rosé Extra brut,Berlucchi,,BOTTLE,2007,60,,4,Purchase Price: 12,Cuvée J.R.E. No. 3 Franciacorta Rosé Extra Brut Riserva,Guido Berlucchi,wine_01h0my5sm7e8v5kpr4k3pqr5tr,,46.462082
FALSE,v.30656.2008.b,SPARKLING,Franciacorta Riserva Cuvée J.R.E. n.4 Extra brut,Berlucchi,,BOTTLE,2008,60,,4,Purchase Price: 12,Cuvée J.R.E. No. 3 Franciacorta Rosé Extra Brut Riserva,Guido Berlucchi,wine_01h0my5sm7e8v5kpr4k3pqr5tr,,40.754623
FALSE,v.56085.2009.b,SPARKLING,Franciacorta Riserva Cuvée J.R.E. n.5 Extra brut,Berlucchi,,BOTTLE,2009,60,dég. anno/2020,1,Purchase Price: 12,Cuvée J.R.E. No. 3 Franciacorta Rosé Extra Brut Riserva,Guido Berlucchi,wine_01h0my5sm7e8v5kpr4k3pqr5tr,,40.754623
FALSE,v.67555.2008.b,SPARKLING,Franciacorta Riserva Annamaria Clementi Dosage Zéro,Ca' del Bosco,,BOTTLE,2008,160,dég. primavera/2018,2,Purchase Price: 36,Cuvée Annamaria Clementi (Extra Brut),Ca' del Bosco,wine_01gzr4ksccr3vp26k7752yh5yp,23130,41.358536
TRUE,v.6536.0.b,SPARKLING,Franciacorta Blanc de Blancs Brut,Cavalleri,,BOTTLE,,55,,1,Purchase Price: 12,Blanc de Blancs Franciacorta Brut,Cavalleri,wine_01gzr4ktse0n59hdwbtkb5sxj6,,43.36106
TRUE,v.80515.1998.b,SPARKLING,Franciacorta Riserva Brut,Cornaleto,,BOTTLE,1998,130,,4,Purchase Price: 22,Franciacorta Riserva Brut,Cornaleto,wine_01h0qsxnmh0b39t4rcnjqhyxxy,,43.187332
TRUE,v.6791.0.b,SPARKLING,Franciacorta Doppio Erre Di Brut,Derbusco Cives,,BOTTLE,,50,,2,Purchase Price: 11,Franciacorta Brut Doppio Erre Di,Derbusco Cives,wine_01gzr4kse4bg9s9j5b4s29c4dx,1380787,57.869213
TRUE,v.7237.2000.b,SPARKLING,Franciacorta Satèn Brut,Gatta,,BOTTLE,2000,65,,2,Purchase Price: 15,Franciacorta Satén,Gatta,wine_01gzr4kse4wryy547zzxe2jc3q,1788023,38.54396
TRUE,v.54404.0.b,SPARKLING,Franciacorta Extra brut,La Montina,,BOTTLE,,45,,2,Purchase Price: 9,Franciacorta Extra Brut,Tenute la Montina,wine_01gzr4ksg8k4bmj63frpwedzwy,1115862,35.204544
TRUE,v.16695.0.b,SPARKLING,Franciacorta Primum Brut,La Valle,,BOTTLE,,45,,2,Purchase Price: 9,Primum Brut,Vini La Valle,wine_01h0my5rpf6r8p4r918aa1xf2j,,29.3111
TRUE,v.7872.0.c,SPARKLING,Franciacorta Brut,Maria Luisa Santus,,MAGNUM,,100,,1,Purchase Price: 20,Franciacorta Brut,Santus,wine_01h4pmmfcebyt2p7r5bwtgrvzj,,33.784306
TRUE,v.46310.2012.b,SPARKLING,Franciacorta Rosé Extra brut,Maria Luisa Santus,,BOTTLE,2012,50,,4,Purchase Price: 10,Franciacorta Rosé,Santus,wine_01havwedmc0v4qgfcd30c78bxr,,34.10032
FALSE,v.928.1998.b,SPARKLING,Franciacorta Brut,Monte Rossa - Cabochon,,BOTTLE,1998,180,,1,Purchase Price: 50,Franciacorta,Monte Rossa,wine_01h0qzm0xr7brz4evbgqa6hq5k,,37.621677
FALSE,v.928.2009.b,SPARKLING,Franciacorta Brut,Monte Rossa - Cabochon,,BOTTLE,2009,140,,1,Purchase Price: 40,Franciacorta,Monte Rossa,wine_01h0qzm0xr7brz4evbgqa6hq5k,,37.621677
FALSE,v.928.2011.b,SPARKLING,Franciacorta Brut,Monte Rossa - Cabochon,,BOTTLE,2011,110,,1,Purchase Price: 28,Franciacorta,Monte Rossa,wine_01h0qzm0xr7brz4evbgqa6hq5k,,37.621677
FALSE,v.71990.2007.b,SPARKLING,Franciacorta Riserva Noir Brut nature,Monzio Compagnoni,,BOTTLE,2007,55,,2,Purchase Price: 10,Franciacorta Brut,Monzio Compagnoni,wine_01h0r2pqbnrdy34z29ytnr6nea,,52.43055
FALSE,v.6740.2009.b,SPARKLING,Franciacorta Millesimato Blanc de Blancs Brut,Rizzini,,BOTTLE,2009,50,,3,Purchase Price: 10,Millesimato Brut,Rizzini,wine_01gzr4ksct2bt33qjd807q6vnw,5089837,33.91281
TRUE,v.57375.0.b,SPARKLING,Franciacorta Rosé Demi-sec,La Montina,,BOTTLE,,45,,4,Purchase Price: 8,Franciacorta Rosè Demi Sec,Tenute la Montina,wine_01gzr4ksg8d1xfq2fxxyvwhbtd,1115864,36.772144
TRUE,v.19476.2016.b,SPARKLING,Bonarda dell'Oltrepò Pavese Vivace Ipazia,Andrea Picchioni,,BOTTLE,2016,45,,4,Purchase Price: 9,Bonarda dell''Oltrepo Pavese Ipazia,Picchioni Andrea,wine_01gzr4ktg5gx8nvmgcmf3hk2xf,,52.61904
FALSE,v.66829.2018.b,SPARKLING,Pedecastello Rosato Frizzante,Giannino Tormen,,BOTTLE,2018,35,,5,Purchase Price: 10,Angelo Frizzante,Tormena,wine_01h0my5sy5q8qm58n9wh0f9n46,,30.142813
FALSE,v.17692.2007.b,SPARKLING,Lambrusco di Sorbara Vecchia Modena Premium,Cleto Chiarli,,BOTTLE,2007,45,,1,Purchase Price: 8,Vecchia Modena Lambrusco di Modena,Cleto Chiarli,wine_01gzr4ktk54mpf3kjbg3nkn5qa,,60.548325
FALSE,v.82251.2008.b,SPARKLING,Lambrusco Reggiano,Le Barbaterre,,BOTTLE,2008,40,,2,Purchase Price: 10,Lambrusco dell''Emilia Frizzante,Le Barbaterre,wine_01h0qzm2xgrhs9e40jcfsvtqjt,,32.153217
TRUE,v.5419.2012.b,WHITE,SP68 Bianco,Arianna Occhipinti,,BOTTLE,2012,45,,2,Purchase Price: 10,Sicilia SP68 Bianco,Occhipinti,wine_01h0f3cmbpsf2areervj12776j,,43.939243
TRUE,v.6845.2012.b,WHITE,Carat,Bressan,,BOTTLE,2012,68,,2,Purchase Price: 13,Carat,Bressan,wine_01h0qzm19rddvc7b1h9qe8c0cb,,39.794743
TRUE,v.6845.2016.b,WHITE,Carat,Bressan,,BOTTLE,2016,62,,11,Purchase Price: 14,Carat,Bressan,wine_01h0qzm19rddvc7b1h9qe8c0cb,,39.794743
TRUE,v.5002.2012.b,WHITE,Verduzzo,Bressan,,BOTTLE,2012,72,,1,Purchase Price: 10,Verduzzo,Bressan,wine_01h0qzm19spe377dfekzh4mjef,,36.77202
TRUE,v.5002.2015.b,WHITE,Verduzzo,Bressan,,BOTTLE,2015,65,,1,Purchase Price: 13,Verduzzo,Bressan,wine_01h0qzm19spe377dfekzh4mjef,,36.77202
TRUE,v.8505.2009.b,WHITE,Airén De Sol a Sol Cepas Centenarias sin Injerto,Bruno Ruiz - Esencia Rural,,BOTTLE,2009,42,,3,Purchase Price: 10,De Sol a Sol Airén,Bodega Bruno Ruiz - Esencia Rural,wine_01h0my5rbnpg79z53kcbdx2ey3,,78.84461
